11:48:25,5128,4
11:49:30,5833,2
11:50:35,6489,0
11:51:40,7265,0
11:52:45,7856,20
11:53:50,8492,0
11:54:54,9121,8
11:56:00,9722,2
11:57:04,10387,1
11:58:09,11023,0
11:59:14,11659,0
12:00:20,12218,8
12:01:25,12726,0
12:02:29,13255,0
12:03:34,13837,4
12:04:39,14347,0
12:05:43,14940,4
12:06:48,15500,0
12:07:53,16075,0
12:08:59,16642,1
12:10:04,17261,1
12:11:08,17752,2
12:12:13,18307,2
12:13:18,18822,0
12:14:23,19345,4
12:15:28,19853,4
12:16:33,20439,0
12:17:39,20893,2
